UniprotID	ProteinName	OriginalID	ExperimentID	UniProt	Database	Ratio	Change	originalName	GeneName	Organism	StudyID	Method	Detergent	Details	Method1	Quantitation	MassSpec	Software	TissueID	Stimulous	Agent	ExpShort	Authors	Year	PubmedID	StudyDetails
Q14654	ATP-sensitive inward rectifier potassium channel 11	Q14654	exp129	Yes	UniprotKB	NA	Down-regulated	ATP-sensitive inward rectifier potassium channel 11	KCNJ11	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P03928	ATP synthase protein 8	P03928	exp129	Yes	UniprotKB	NA	Down-regulated	ATP synthase protein 8	MT-ATP8	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q14160	scribbled homolog (Drosophila) isoform 4	Q14160	exp129	Yes	UniprotKB	NA	Down-regulated	Protein scribble homolog	SCRIB	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P16157	Uncharacterized protein	P16157	exp129	Yes	UniprotKB	NA	Down-regulated	Ankyrin-1	ANK1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P11177	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	P11177	exp129	Yes	UniprotKB	NA	Down-regulated	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O95140	Uncharacterized protein	O95140	exp129	Yes	UniprotKB	NA	Down-regulated	Mitofusin-2	MFN2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q02218	Uncharacterized protein	Q02218	exp129	Yes	UniprotKB	NA	Down-regulated	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P19367	Hexokinase-1	P19367	exp129	Yes	UniprotKB	NA	Down-regulated	Hexokinase-1	HK1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P13804	Electron transfer flavoprotein subunit alpha, mitochondrial	P13804	exp129	Yes	UniprotKB	NA	Down-regulated	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P48735	Isocitrate dehydrogenase [NADP], mitochondrial	P48735	exp129	Yes	UniprotKB	NA	Down-regulated	Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q02252	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Q02252	exp129	Yes	UniprotKB	NA	Down-regulated	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	ALDH6A1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P30042	ES1 protein homolog, mitochondrial	P30042	exp129	Yes	UniprotKB	NA	Down-regulated	ES1 protein homolog, mitochondrial	C21orf33	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P30153	Uncharacterized protein	P30153	exp129	Yes	UniprotKB	NA	Down-regulated	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	PPP2R1A	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P50416	Carnitine O-palmitoyltransferase 1, liver isoform	P50416	exp129	Yes	UniprotKB	NA	Down-regulated	Carnitine O-palmitoyltransferase 1, liver isoform	CPT1A	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O60706	Isoform SUR2A of ATP-binding cassette sub-family C member 9	O60706	exp129	Yes	UniprotKB	NA	Down-regulated	ATP-binding cassette sub-family C member 9	ABCC9	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q6P4Q7	Metal transporter CNNM4	Q6P4Q7	exp129	Yes	UniprotKB	NA	Down-regulated	Metal transporter CNNM4	CNNM4	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P16219	Uncharacterized protein	P16219	exp129	Yes	UniprotKB	NA	Down-regulated	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADS	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P23786	Carnitine O-palmitoyltransferase 2, mitochondrial	P23786	exp129	Yes	UniprotKB	NA	Down-regulated	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P28331	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	P28331	exp129	Yes	UniprotKB	NA	Up-regulated	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUFS1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P07954	Isoform Mitochondrial of Fumarate hydratase, mitochondrial	P07954	exp129	Yes	UniprotKB	NA	Up-regulated	Fumarate hydratase, mitochondrial	FH	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P30048	Thioredoxin-dependent peroxide reductase, mitochondrial	P30048	exp129	Yes	UniprotKB	NA	Up-regulated	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P30101	Protein disulfide-isomerase A3	P30101	exp129	Yes	UniprotKB	NA	Up-regulated	Protein disulfide-isomerase A3	PDIA3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q15084	protein disulfide-isomerase A6	Q15084	exp129	Yes	UniprotKB	NA	Up-regulated	Protein disulfide-isomerase A6	PDIA6	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q15388	Mitochondrial import receptor subunit TOM20 homolog	Q15388	exp129	Yes	UniprotKB	NA	Up-regulated	Mitochondrial import receptor subunit TOM20 homolog	TOMM20	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P11047	laminin, gamma 1	P11047	exp129	Yes	UniprotKB	NA	Up-regulated	Laminin subunit gamma-1	LAMC1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P02144	Myoglobin	P02144	exp129	Yes	UniprotKB	NA	Up-regulated	Myoglobin	MB	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P26038	Moesin	P26038	exp129	Yes	UniprotKB	NA	Up-regulated	Moesin	MSN	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P07237	Protein disulfide-isomerase	P07237	exp129	Yes	UniprotKB	NA	Up-regulated	Protein disulfide-isomerase	P4HB	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P01034	Cystatin-C	P01034	exp129	Yes	UniprotKB	NA	Up-regulated	Cystatin-C	CST3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P27797	Calreticulin	P27797	exp129	Yes	UniprotKB	NA	Up-regulated	Calreticulin	CALR	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9H444	chromatin modifying protein 4B	Q9H444	exp129	Yes	UniprotKB	NA	Up-regulated	Charged multivesicular body protein 4b	CHMP4B	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9UIQ6	Leucyl-cystinyl aminopeptidase	Q9UIQ6	exp129	Yes	UniprotKB	NA	Up-regulated	Leucyl-cystinyl aminopeptidase	LNPEP	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P17540	Ckmt2 protein	P17540	exp129	Yes	UniprotKB	NA	Up-regulated	Creatine kinase S-type, mitochondrial	CKMT2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P00441	Superoxide dismutase [Cu-Zn]	P00441	exp129	Yes	UniprotKB	NA	Up-regulated	Superoxide dismutase [Cu-Zn]	SOD1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q15907	Ras-related protein Rab-11B	Q15907	exp129	Yes	UniprotKB	NA	Up-regulated	Ras-related protein Rab-11B	RAB11B	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9UHA4	Ragulator complex protein LAMTOR3	Q9UHA4	exp129	Yes	UniprotKB	NA	Up-regulated	Ragulator complex protein LAMTOR3	LAMTOR3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P40925	Malate dehydrogenase, cytoplasmic	P40925	exp129	Yes	UniprotKB	NA	Up-regulated	Malate dehydrogenase, cytoplasmic	MDH1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P09493	Isoform 1 of Tropomyosin alpha-1 chain	P09493	exp129	Yes	UniprotKB	NA	Up-regulated	Tropomyosin alpha-1 chain	TPM1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P14854	Uncharacterized protein	P14854	exp129	Yes	UniprotKB	NA	Up-regulated	Cytochrome c oxidase subunit 6B1	COX6B1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P00167	Isoform Short of Cytochrome b5	P00167	exp129	Yes	UniprotKB	NA	Up-regulated	Cytochrome b5	CYB5A	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P78527	Ragulator complex protein LAMTOR1	P78527	exp129	Yes	UniprotKB	NA	Up-regulated	DNA-dependent protein kinase catalytic subunit	PRKDC	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O75592	40S ribosomal protein S7	O75592	exp129	Yes	UniprotKB	NA	Up-regulated	Probable E3 ubiquitin-protein ligase MYCBP2	MYCBP2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
